+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151
Lista tabu: [((79,35,5.0),1), ((121,52,8.0),1), ((10,121,2.828),1), ((146,42,4.243),2), ((42,23,4.243),2), ((75,74,4.472),2), ((75,42,7.211),1), ((69,151,2.0),3), ((139,110,7.28),3), ((69,110,7.211),2), ((7,97,4.243),13), ((105,61,8.544),13), ((6,105,6.403),13), ((105,7,6.403),11), ((42,23,4.243),5), ((23,134,1.0),5), ((75,74,4.472),5), ((74,23,7.071),4), ((1,4,22.361),6), ((4,130,4.243),6), ((80,122,7.81),6), ((122,30,2.0),6), ((4,80,3.606),5), ((85,113,20.025),7), ((113,1,5.0),7), ((98,95,6.083),7), ((113,95,7.071),6), ((112,28,7.071),8), ((29,139,4.472),8), ((1,29,6.325),8), ((29,112,4.123),7), ((40,56,11.402),9), ((56,26,3.606),9), ((135,131,6.708),9), ((56,131,6.403),8), ((28,147,3.162),10), ((147,1,5.0),10), ((90,1,9.0),10), ((147,90,7.211),9), ((115,19,8.246),11), ((19,53,7.616),11), ((61,84,4.243),11), ((19,84,6.708),10), ((49,83,5.385),12), ((83,115,5.831),12), ((108,124,6.083),12), ((124,20,3.162),12), ((49,124,5.831),11), ((79,35,5.0),13), ((121,52,8.0),13), ((10,121,2.828),13), ((79,121,7.211),12)]

ADD: [(94,105,2.828)]

DROP: [(94,60,3.0), (60,100,2.236), (7,105,6.403), (105,97,2.236)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118876 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1169.207

Lista tabu: [((47,46,10.77),1), ((46,126,1.0),1), ((49,83,5.385),1), ((83,115,5.831),1), ((79,35,5.0),2), ((121,52,8.0),2), ((10,121,2.828),2), ((79,121,7.211),1), ((49,83,5.385),3), ((107,8,3.162),3), ((89,107,7.071),3), ((83,107,6.0),2), ((18,85,6.083),4), ((85,113,20.025),4), ((6,61,4.472),4), ((85,61,6.708),3), ((15,120,3.606),5), ((45,39,10.817),5), ((45,15,5.657),4), ((86,94,2.828),6), ((99,101,3.162),6), ((38,99,1.414),6), ((86,99,3.162),5), ((1,93,18.385),7), ((105,100,0.0),7), ((93,100,4.472),6), ((7,60,7.211),8), ((60,97,3.162),8), ((96,118,2.236),8), ((118,60,6.083),7), ((21,31,7.071),9), ((123,71,5.099),9), ((71,31,5.0),8), ((81,34,15.297),10), ((110,13,2.828),10), ((13,81,6.325),9), ((88,98,4.243),11), ((98,95,6.083),11), ((93,38,2.828),11), ((38,98,5.099),10), ((8,49,7.28),12), ((83,115,5.831),12), ((8,83,5.831),11), ((1,116,19.026),13), ((116,146,6.708),13), ((58,145,3.606),13), ((145,116,6.083),12)]

ADD: [(100,97,2.236)]

DROP: [(60,97,3.162), (97,6,7.616), (100,1,17.493)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118884 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1169.072

Lista tabu: [((21,31,7.071),1), ((123,71,5.099),1), ((81,34,15.297),2), ((110,13,2.828),2), ((13,81,6.325),1), ((88,98,4.243),3), ((98,95,6.083),3), ((93,38,2.828),3), ((38,98,5.099),2), ((8,49,7.28),4), ((83,115,5.831),4), ((8,83,5.831),3), ((1,116,19.026),5), ((116,146,6.708),5), ((58,145,3.606),5), ((145,116,6.083),4), ((60,97,3.162),15), ((97,6,7.616),15), ((100,1,17.493),15), ((100,97,2.236),13), ((146,42,4.243),7), ((134,76,3.162),7), ((134,146,7.0),6), ((18,85,6.083),8), ((85,113,20.025),8), ((6,61,4.472),8), ((85,61,6.708),7), ((1,29,6.325),9), ((28,147,3.162),9), ((1,28,5.0),8), ((93,38,2.828),10), ((86,94,2.828),10), ((86,93,6.0),9), ((51,112,7.81),11), ((77,117,3.162),11), ((13,77,7.071),11), ((77,51,5.385),10), ((117,78,2.236),12), ((78,103,7.211),12), ((81,34,15.297),12), ((34,82,2.828),12), ((78,81,6.708),11), ((35,136,8.544),13), ((121,52,8.0),13), ((10,121,2.828),13), ((121,136,7.071),12)]

ADD: [(7,100,6.403)]

DROP: [(148,7,2.0), (7,60,7.211), (100,97,2.236), (97,1,15.264)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118886 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1168.472

Lista tabu: [((88,98,4.243),1), ((98,95,6.083),1), ((93,38,2.828),1), ((8,49,7.28),2), ((83,115,5.831),2), ((8,83,5.831),1), ((1,116,19.026),3), ((116,146,6.708),3), ((58,145,3.606),3), ((145,116,6.083),2), ((60,97,3.162),13), ((97,6,7.616),13), ((100,1,17.493),13), ((100,97,2.236),11), ((146,42,4.243),5), ((134,76,3.162),5), ((134,146,7.0),4), ((18,85,6.083),6), ((85,113,20.025),6), ((6,61,4.472),6), ((85,61,6.708),5), ((1,29,6.325),7), ((28,147,3.162),7), ((1,28,5.0),6), ((93,38,2.828),8), ((86,94,2.828),8), ((86,93,6.0),7), ((51,112,7.81),9), ((77,117,3.162),9), ((13,77,7.071),9), ((77,51,5.385),8), ((117,78,2.236),10), ((78,103,7.211),10), ((81,34,15.297),10), ((34,82,2.828),10), ((78,81,6.708),9), ((35,136,8.544),11), ((121,52,8.0),11), ((10,121,2.828),11), ((121,136,7.071),10), ((148,7,2.0),21), ((7,60,7.211),21), ((100,97,2.236),21), ((97,1,15.264),21), ((7,100,6.403),19), ((95,96,3.162),13), ((118,14,3.606),13), ((88,98,4.243),13), ((96,88,6.708),12)]

ADD: [(100,60,2.236)]

DROP: [(94,105,2.828), (105,100,0.0), (97,60,3.162), (60,6,8.485)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118904 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1166.083

Lista tabu: [((148,7,2.0),3), ((7,60,7.211),3), ((100,97,2.236),3), ((97,1,15.264),3), ((7,100,6.403),1), ((94,105,2.828),5), ((105,100,0.0),5), ((97,60,3.162),5), ((60,6,8.485),5), ((100,60,2.236),3), ((62,86,4.472),1), ((105,6,6.403),1), ((98,95,6.083),2), ((96,118,2.236),2), ((97,105,2.236),2), ((96,105,5.385),1), ((38,99,1.414),3), ((99,101,3.162),3), ((98,95,6.083),3), ((99,98,6.0),2), ((118,14,3.606),4), ((138,3,5.831),4), ((59,138,5.657),4), ((138,14,3.606),3), ((98,95,6.083),5), ((97,105,2.236),5), ((105,98,7.071),4), ((142,17,3.0),6), ((17,62,4.472),6), ((120,45,2.236),6), ((45,39,10.817),6), ((142,45,3.162),5), ((92,142,5.385),7), ((62,86,4.472),7), ((92,62,5.831),6), ((1,93,18.385),8), ((93,38,2.828),8), ((96,118,2.236),8), ((93,96,3.606),7), ((41,54,6.708),9), ((54,1,4.472),9), ((1,29,6.325),9), ((29,54,7.211),8), ((139,110,7.28),10), ((110,13,2.828),10), ((27,150,3.606),10), ((110,150,6.403),9), ((151,81,0.0),11), ((81,34,15.297),11), ((117,78,2.236),11), ((117,81,5.657),10), ((1,29,6.325),12), ((28,147,3.162),12), ((1,28,5.0),11), ((94,60,3.0),13), ((100,7,6.403),13), ((94,100,2.828),12)]

ADD: [(98,118,2.828)]

DROP: [(98,95,6.083), (118,14,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118920 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1164.655

Lista tabu: [((98,95,6.083),7), ((118,14,3.606),7), ((98,118,2.828),5), ((86,94,2.828),1), ((100,7,6.403),1), ((60,100,2.236),1), ((35,136,8.544),2), ((36,137,4.0),2), ((136,137,6.083),1), ((139,110,7.28),3), ((13,77,7.071),3), ((139,13,5.0),2), ((1,4,22.361),4), ((4,130,4.243),4), ((117,78,2.236),4), ((78,103,7.211),4), ((4,117,5.0),3), ((1,133,11.402),5), ((70,2,4.472),5), ((133,2,4.243),4), ((134,76,3.162),6), ((76,57,4.123),6), ((73,75,3.162),6), ((75,76,3.606),5), ((117,78,2.236),7), ((78,103,7.211),7), ((34,82,2.828),7), ((82,80,6.325),7), ((78,80,6.403),6), ((100,7,6.403),8), ((7,1,11.18),8), ((118,96,2.236),8), ((96,7,6.0),7), ((146,42,4.243),9), ((134,76,3.162),9), ((134,146,7.0),8), ((1,116,19.026),10), ((116,146,6.708),10), ((3,58,5.831),10), ((116,3,1.414),9), ((81,34,15.297),11), ((110,13,2.828),11), ((13,81,6.325),10), ((1,29,6.325),12), ((112,28,7.071),12), ((29,28,6.708),11), ((1,29,6.325),13), ((28,147,3.162),13), ((1,28,5.0),12)]

ADD: [(100,6,6.403)]

DROP: [(60,100,2.236), (100,7,6.403), (105,6,6.403)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118932 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1160.881

Lista tabu: [((1,29,6.325),1), ((28,147,3.162),1), ((60,100,2.236),11), ((100,7,6.403),11), ((105,6,6.403),11), ((100,6,6.403),9), ((38,99,1.414),3), ((101,92,3.162),3), ((99,92,4.472),2), ((42,23,4.243),4), ((134,76,3.162),4), ((23,76,4.123),3), ((40,56,11.402),5), ((56,26,3.606),5), ((135,131,6.708),5), ((56,131,6.403),4), ((105,100,0.0),6), ((100,6,6.403),6), ((60,7,7.211),6), ((7,100,6.403),5), ((42,23,4.243),7), ((134,76,3.162),7), ((134,42,5.0),6), ((70,2,4.472),8), ((128,89,5.657),8), ((32,128,4.123),8), ((70,128,7.071),7), ((69,151,2.0),9), ((81,34,15.297),9), ((69,81,2.0),8), ((69,151,2.0),10), ((151,81,0.0),10), ((117,78,2.236),10), ((117,151,5.657),9), ((17,62,4.472),11), ((86,94,2.828),11), ((86,17,6.325),10), ((18,85,6.083),12), ((85,113,20.025),12), ((6,61,4.472),12), ((61,84,4.243),12), ((85,6,4.123),11), ((83,115,5.831),13), ((115,19,8.246),13), ((61,84,4.243),13), ((84,115,5.385),12)]

ADD: [(108,20,3.606)]

DROP: [(1,108,33.287), (124,20,3.162)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118943 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1159.953

Lista tabu: [((18,85,6.083),1), ((85,113,20.025),1), ((6,61,4.472),1), ((61,84,4.243),1), ((83,115,5.831),2), ((115,19,8.246),2), ((61,84,4.243),2), ((84,115,5.385),1), ((1,108,33.287),12), ((124,20,3.162),12), ((108,20,3.606),10), ((68,140,12.806),4), ((140,40,3.162),4), ((5,73,8.944),4), ((5,140,6.403),3), ((69,151,2.0),5), ((81,34,15.297),5), ((69,81,2.0),4), ((41,54,6.708),6), ((54,1,4.472),6), ((1,59,9.055),6), ((54,59,5.099),5), ((94,60,3.0),7), ((99,101,3.162),7), ((38,99,1.414),7), ((60,99,3.606),6), ((81,34,15.297),8), ((34,82,2.828),8), ((78,103,7.211),8), ((34,103,5.0),7), ((1,69,21.378),9), ((69,151,2.0),9), ((78,103,7.211),9), ((103,51,2.828),9), ((69,78,5.0),8), ((15,120,3.606),10), ((45,39,10.817),10), ((45,15,5.657),9), ((88,98,4.243),11), ((138,3,5.831),11), ((59,138,5.657),11), ((138,88,5.657),10), ((118,96,2.236),12), ((95,14,4.472),12), ((97,105,2.236),12), ((95,105,6.083),11), ((60,7,7.211),13), ((7,1,11.18),13), ((96,95,3.162),13), ((95,7,3.162),12)]

ADD: [(118,93,5.099)]

DROP: [(98,118,2.828), (118,96,2.236), (1,93,18.385)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118988 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1158.552

Lista tabu: [((70,2,4.472),1), ((2,102,5.0),1), ((51,112,7.81),1), ((68,140,12.806),2), ((140,40,3.162),2), ((5,73,8.944),2), ((5,140,6.403),1), ((38,99,1.414),3), ((99,101,3.162),3), ((100,6,6.403),3), ((100,99,5.099),2), ((70,2,4.472),4), ((128,89,5.657),4), ((32,128,4.123),4), ((70,128,7.071),3), ((35,136,8.544),5), ((36,137,4.0),5), ((136,137,6.083),4), ((18,85,6.083),6), ((85,113,20.025),6), ((6,61,4.472),6), ((85,61,6.708),5), ((38,99,1.414),7), ((101,92,3.162),7), ((99,92,4.472),6), ((1,116,19.026),8), ((116,146,6.708),8), ((58,145,3.606),8), ((145,116,6.083),7), ((136,36,2.236),9), ((137,72,6.083),9), ((72,36,6.708),8), ((101,92,3.162),10), ((86,94,2.828),10), ((94,92,5.831),9), ((19,53,7.616),11), ((107,8,3.162),11), ((89,107,7.071),11), ((107,19,7.071),10), ((1,118,14.422),12), ((118,93,5.099),12), ((148,97,5.831),12), ((97,118,6.403),11), ((97,105,2.236),13), ((105,100,0.0),13), ((94,60,3.0),13), ((60,7,7.211),13), ((100,60,2.236),12)]

ADD: [(84,6,7.071)]

DROP: [(6,61,4.472), (84,119,5.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119004 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1158.033

Lista tabu: [((6,61,4.472),7), ((84,119,5.0),7), ((84,6,7.071),5), ((12,127,7.616),1), ((64,91,4.472),1), ((93,38,2.828),2), ((86,94,2.828),2), ((93,86,6.0),1), ((106,27,5.0),3), ((1,59,9.055),3), ((106,59,5.657),2), ((2,102,5.0),4), ((133,70,1.414),4), ((1,133,11.402),4), ((102,133,6.083),3), ((150,111,7.616),5), ((22,41,7.071),5), ((74,22,3.162),5), ((111,22,6.083),4), ((51,112,7.81),6), ((77,117,3.162),6), ((13,77,7.071),6), ((77,51,5.385),5), ((88,98,4.243),7), ((96,95,3.162),7), ((96,88,6.708),6), ((10,121,2.828),8), ((121,52,8.0),8), ((34,82,2.828),8), ((82,80,6.325),8), ((10,82,6.0),7), ((18,85,6.083),9), ((85,113,20.025),9), ((84,61,4.243),9), ((61,119,1.0),9), ((85,119,6.325),8), ((86,94,2.828),10), ((94,60,3.0),10), ((100,6,6.403),10), ((6,94,6.708),9), ((38,99,1.414),11), ((99,101,3.162),11), ((98,96,3.0),11), ((99,96,6.708),10), ((1,133,11.402),12), ((70,2,4.472),12), ((133,2,4.243),11), ((40,56,11.402),13), ((56,26,3.606),13), ((135,131,6.708),13), ((56,131,6.403),12)]

ADD: [(119,6,3.606)]

DROP: [(6,84,7.071), (119,90,9.22)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119010 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1152.254

Lista tabu: [((6,61,4.472),1), ((84,119,5.0),1), ((88,98,4.243),1), ((96,95,3.162),1), ((10,121,2.828),2), ((121,52,8.0),2), ((34,82,2.828),2), ((82,80,6.325),2), ((10,82,6.0),1), ((18,85,6.083),3), ((85,113,20.025),3), ((84,61,4.243),3), ((61,119,1.0),3), ((85,119,6.325),2), ((86,94,2.828),4), ((94,60,3.0),4), ((100,6,6.403),4), ((6,94,6.708),3), ((38,99,1.414),5), ((99,101,3.162),5), ((98,96,3.0),5), ((99,96,6.708),4), ((1,133,11.402),6), ((70,2,4.472),6), ((133,2,4.243),5), ((40,56,11.402),7), ((56,26,3.606),7), ((135,131,6.708),7), ((56,131,6.403),6), ((6,84,7.071),17), ((119,90,9.22),17), ((119,6,3.606),15), ((105,100,0.0),9), ((100,6,6.403),9), ((96,95,3.162),9), ((100,96,5.385),8), ((134,76,3.162),10), ((76,57,4.123),10), ((73,75,3.162),10), ((75,76,3.606),9), ((63,11,6.325),11), ((109,12,11.402),11), ((64,91,4.472),11), ((109,91,5.0),10), ((118,93,5.099),12), ((60,7,7.211),12), ((94,60,3.0),12), ((93,60,2.236),11), ((101,92,3.162),13), ((86,94,2.828),13), ((62,86,4.472),13), ((101,86,4.472),12)]

ADD: [(124,20,3.162)]

DROP: [(65,20,17.0), (108,124,6.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119014 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1144.235

Lista tabu: [((38,99,1.414),1), ((99,101,3.162),1), ((98,96,3.0),1), ((1,133,11.402),2), ((70,2,4.472),2), ((133,2,4.243),1), ((40,56,11.402),3), ((56,26,3.606),3), ((135,131,6.708),3), ((56,131,6.403),2), ((6,84,7.071),13), ((119,90,9.22),13), ((119,6,3.606),11), ((105,100,0.0),5), ((100,6,6.403),5), ((96,95,3.162),5), ((100,96,5.385),4), ((134,76,3.162),6), ((76,57,4.123),6), ((73,75,3.162),6), ((75,76,3.606),5), ((63,11,6.325),7), ((109,12,11.402),7), ((64,91,4.472),7), ((109,91,5.0),6), ((118,93,5.099),8), ((60,7,7.211),8), ((94,60,3.0),8), ((93,60,2.236),7), ((101,92,3.162),9), ((86,94,2.828),9), ((62,86,4.472),9), ((101,86,4.472),8), ((65,20,17.0),19), ((108,124,6.083),19), ((124,20,3.162),17), ((150,111,7.616),11), ((22,41,7.071),11), ((74,22,3.162),11), ((111,22,6.083),10), ((69,151,2.0),12), ((81,34,15.297),12), ((25,135,4.472),12), ((81,135,6.403),11), ((105,100,0.0),13), ((100,6,6.403),13), ((96,95,3.162),13), ((100,96,5.385),12)]

ADD: [(72,104,6.403)]

DROP: [(137,72,6.083), (66,104,16.401)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119031 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1144.06

Lista tabu: [((65,20,17.0),2), ((108,124,6.083),2), ((137,72,6.083),6), ((66,104,16.401),6), ((72,104,6.403),4), ((148,97,5.831),1), ((97,105,2.236),1), ((94,60,3.0),1), ((60,7,7.211),1), ((97,105,2.236),2), ((105,100,0.0),2), ((94,60,3.0),2), ((60,7,7.211),2), ((105,7,6.403),1), ((130,4,4.243),3), ((4,1,22.361),3), ((77,117,3.162),3), ((4,77,6.708),2), ((38,99,1.414),4), ((99,101,3.162),4), ((97,105,2.236),4), ((105,99,5.099),3), ((35,79,5.0),5), ((79,130,5.0),5), ((82,80,6.325),5), ((79,80,5.657),4), ((110,13,2.828),6), ((151,81,0.0),6), ((110,81,5.657),5), ((38,99,1.414),7), ((94,60,3.0),7), ((38,94,4.472),6), ((133,70,1.414),8), ((2,102,5.0),8), ((102,70,5.0),7), ((1,118,14.422),9), ((118,93,5.099),9), ((98,96,3.0),9), ((118,98,2.828),8), ((117,78,2.236),10), ((78,103,7.211),10), ((34,82,2.828),10), ((82,80,6.325),10), ((78,80,6.403),9), ((59,138,5.657),11), ((14,1,11.18),11), ((95,14,4.472),11), ((138,14,3.606),10), ((51,112,7.81),12), ((77,117,3.162),12), ((13,77,7.071),12), ((77,51,5.385),11), ((93,38,2.828),13), ((38,99,1.414),13), ((97,105,2.236),13), ((105,38,6.0),12)]

ADD: [(148,7,2.0)]

DROP: [(60,7,7.211), (7,1,11.18), (148,97,5.831)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119060 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1140.642

Lista tabu: [((1,118,14.422),1), ((118,93,5.099),1), ((98,96,3.0),1), ((115,19,8.246),2), ((19,53,7.616),2), ((84,90,12.166),2), ((19,84,6.708),1), ((5,73,8.944),3), ((74,22,3.162),3), ((22,73,4.472),2), ((130,4,4.243),4), ((4,1,22.361),4), ((117,78,2.236),4), ((4,117,5.0),3), ((98,96,3.0),5), ((14,1,11.18),5), ((95,14,4.472),5), ((14,98,6.403),4), ((118,93,5.099),6), ((93,38,2.828),6), ((96,95,3.162),6), ((93,95,6.403),5), ((70,2,4.472),7), ((2,102,5.0),7), ((51,112,7.81),7), ((2,51,6.325),6), ((1,118,14.422),8), ((118,93,5.099),8), ((96,95,3.162),8), ((95,118,4.123),7), ((40,56,11.402),9), ((56,26,3.606),9), ((135,131,6.708),9), ((56,131,6.403),8), ((81,34,15.297),10), ((34,82,2.828),10), ((130,4,4.243),10), ((4,1,22.361),10), ((34,130,6.403),9), ((23,134,1.0),11), ((134,76,3.162),11), ((73,75,3.162),11), ((134,73,6.083),10), ((148,7,2.0),12), ((84,90,12.166),12), ((7,90,5.099),11), ((98,96,3.0),13), ((96,95,3.162),13), ((94,60,3.0),13), ((60,1,17.804),13), ((96,94,7.0),12)]

ADD: [(85,84,6.708)]

DROP: [(85,113,20.025), (61,84,4.243)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119122 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1139.071

Lista tabu: [((68,140,12.806),1), ((40,56,11.402),1), ((57,24,7.28),1), ((100,6,6.403),2), ((62,86,4.472),2), ((100,86,5.657),1), ((18,85,6.083),3), ((85,84,6.708),3), ((6,119,3.606),3), ((85,6,4.123),2), ((17,62,4.472),4), ((86,94,2.828),4), ((86,17,6.325),3), ((1,133,11.402),5), ((133,70,1.414),5), ((112,28,7.071),5), ((133,112,6.403),4), ((81,34,15.297),6), ((110,13,2.828),6), ((13,81,6.325),5), ((69,151,2.0),7), ((151,81,0.0),7), ((117,78,2.236),7), ((78,151,6.708),6), ((151,81,0.0),8), ((81,34,15.297),8), ((117,78,2.236),8), ((117,81,5.657),7), ((38,99,1.414),9), ((99,101,3.162),9), ((97,105,2.236),9), ((99,97,6.708),8), ((44,143,7.28),10), ((43,16,9.22),10), ((1,43,25.495),10), ((143,43,3.606),9), ((76,57,4.123),11), ((5,73,8.944),11), ((73,76,5.385),10), ((139,110,7.28),12), ((13,77,7.071),12), ((139,13,5.0),11), ((5,73,8.944),13), ((75,74,4.472),13), ((73,74,3.162),12)]

ADD: [(7,113,6.325)]

DROP: [(148,7,2.0), (61,113,14.142)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119151 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1139.019

Lista tabu: [((77,117,3.162),1), ((78,103,7.211),1), ((13,77,7.071),1), ((96,95,3.162),2), ((14,1,11.18),2), ((14,96,5.099),1), ((101,92,3.162),3), ((86,94,2.828),3), ((92,94,5.831),2), ((38,99,1.414),4), ((99,101,3.162),4), ((97,105,2.236),4), ((105,99,5.099),3), ((42,23,4.243),5), ((134,76,3.162),5), ((134,42,5.0),4), ((92,142,5.385),6), ((62,86,4.472),6), ((62,92,5.831),5), ((118,93,5.099),7), ((93,38,2.828),7), ((98,96,3.0),7), ((93,96,3.606),6), ((52,121,8.0),8), ((104,72,6.403),8), ((104,52,6.708),7), ((102,32,6.0),9), ((128,89,5.657),9), ((32,89,5.0),8), ((134,76,3.162),10), ((76,57,4.123),10), ((73,75,3.162),10), ((75,76,3.606),9), ((96,95,3.162),11), ((95,14,4.472),11), ((97,105,2.236),11), ((95,105,6.083),10), ((15,120,3.606),12), ((120,45,2.236),12), ((92,142,5.385),12), ((142,120,5.0),11), ((133,70,1.414),13), ((2,102,5.0),13), ((102,70,5.0),12)]

ADD: [(84,61,4.243)]

DROP: [(119,61,1.0), (61,148,8.246), (84,90,12.166)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119251 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó en Path Relinking durante 0 min 12 seg en NODO 0. Partimos de otra solucion inicial    

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119319 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1079.71

Lista tabu: [((122,151,7.81),1), ((151,81,0.0),1), ((135,25,4.472),1), ((25,69,9.849),1), ((54,59,5.099),2), ((41,106,5.0),2), ((106,59,5.657),1), ((59,3,9.055),3), ((3,116,1.414),3), ((138,145,7.28),3), ((145,58,3.606),3), ((3,58,5.831),2), ((105,100,0.0),4), ((100,94,2.828),4), ((1,6,20.616),4), ((100,6,6.403),3), ((103,34,5.0),5), ((82,80,6.325),5), ((34,80,5.657),4), ((74,76,7.81),6), ((76,57,4.123),6), ((134,75,3.0),6), ((75,73,3.162),6), ((74,75,4.472),5), ((1,138,13.342),7), ((138,145,7.28),7), ((59,3,9.055),7), ((59,138,5.657),6), ((1,74,20.125),8), ((74,76,7.81),8), ((73,22,4.472),8), ((73,74,3.162),7), ((69,78,5.0),9), ((117,77,3.162),9), ((78,77,4.123),8), ((97,105,2.236),10), ((100,94,2.828),10), ((96,95,3.162),10), ((100,95,6.083),9), ((96,95,3.162),11), ((101,38,2.828),11), ((38,96,6.403),10), ((125,124,9.434),12), ((124,49,5.831),12), ((108,20,3.606),12), ((20,63,9.22),12), ((124,108,6.083),11), ((92,99,4.472),13), ((99,93,3.162),13), ((105,100,0.0),13), ((100,94,2.828),13), ((93,100,4.472),12)]

ADD: [(85,18,6.083)]

DROP: [(85,126,8.062), (9,18,13.928)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 119619 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 14 seg. Admitimos el penultimo optimo local 
